lng	lat	count
113.357776	23.059179	410.0
113.265557	23.170622	56.0
113.400498	23.127425	206.0
113.409486	23.187328	47.0
113.290278	23.088	45.0
113.270053	23.201601	115.0
113.324033	23.203739	333.0
113.378029	23.20383	0.0
113.406432	23.11719	110.0
113.312771	23.054962	0.0
113.373527	23.129469	1036.0
113.329138	23.15692	164.0
113.319522	23.054974	23.0
113.387017	23.139813	24.0
113.287399	23.083627	73.0
113.326279	23.143848	846.0
113.317281	23.176881	147.0
113.388693	23.116261	37.0
113.422998	23.158044	20.0
113.262614	23.160683	2.0
113.324015	23.142045	77.0
113.267798	23.104513	161.0
113.321782	23.203734	25.0
113.301528	23.133476	152.0
113.261057	23.075577	165.0
113.294776	23.073538	133.0
113.340574	23.156383	88.0
113.392015	23.121146	329.0
113.346532	23.137689	386.0
113.380272	23.123278	487.0
113.418464	23.177	34.0
113.281286	23.12312	935.0
113.339781	23.137676	1869.0
113.33078	23.15212	527.0
113.3017	23.115016	18.0
113.398765	23.190207	6.0
113.326283	23.207872	131.0
113.294852	23.077134	3.0
113.33528	23.135602	6509.0
113.362278	23.10259	0.0
113.326185	23.158273	305.0
113.28671	23.088435	18.0
113.29681	23.064693	82.0
113.360026	23.057116	131.0
113.355532	23.139771	187.0
113.335277	23.090143	197.0
113.2678	23.121044	548.0
113.409484	23.158413	415.0
113.338081	23.049511	20.0
113.321776	23.114915	6.0
113.317701	23.164073	48.0
113.33305	23.203742	15.0
113.292264	23.124388	148.0
113.267741	23.077598	53.0
113.252076	23.141701	239.0
113.339306	23.16427	26.0
113.426925	23.125076	3.0
113.346567	23.111089	134.0
113.285783	23.121058	549.0
113.324025	23.090121	35.0
113.321775	23.096317	282.0
113.267799	23.10658	248.0
113.415674	23.128598	3.0
113.315623	23.114894	12.0
113.310144	23.069625	3.0
113.243096	23.145836	92.0
113.310528	23.147951	230.0
113.37577	23.055071	2.0
113.344277	23.071558	6.0
113.267744	23.092198	128.0
113.279991	23.114581	4.0
113.342034	23.174861	549.0
113.351206	23.184995	37.0
113.321778	23.139708	109.0
113.285782	23.104528	90.0
113.355528	23.08398	109.0
113.333034	23.1893	252.0
113.373531	23.195565	24.0
113.354894	23.182581	24.0
113.391516	23.199713	29.0
113.299788	23.091341	37.0
113.306028	23.156206	492.0
113.426902	23.12123	71.0
113.393759	23.154278	60.0
113.37578	23.201762	164.0
113.256392	23.160428	44.0
113.358147	23.195566	190.0
113.319527	23.137638	225.0
113.285789	23.211938	21.0
113.41622	23.174935	0.0
113.378019	23.092277	12.0
113.335379	23.208013	195.0
113.283536	23.137584	408.0
113.310527	23.145885	477.0
113.362159	23.122717	125.0
113.389268	23.197646	258.0
113.265557	23.174753	0.0
113.406593	23.119214	95.0
113.395057	23.132197	3.0
113.23643	23.150898	4.0
113.330504	23.073619	4.0
113.39145	23.125389	311.0
113.263307	23.127241	40.0
113.260903	23.133434	430.0
113.290273	23.131641	38.0
113.317278	23.152095	266.0
113.297049	23.077261	3.0
113.355509	23.077799	53.0
113.328526	23.104596	392.0
113.416255	23.156297	21.0
113.337536	23.216152	55.0
113.301447	23.125845	76.0
113.337547	23.209816	144.0
113.324032	23.197544	2046.0
113.353279	23.092243	204.0
113.323992	23.055043	41.0
113.362279	23.110856	531.0
113.299277	23.123141	138.0
113.308272	23.069425	73.0
113.384686	23.135262	129.0
113.276788	23.090053	145.0
113.254055	23.183518	23.0
113.360139	23.182994	12.0
113.288033	23.133458	777.0
113.411727	23.13569	10.0
113.256566	23.10451	126.0
113.407135	23.13067	3.0
113.274533	23.135514	32.0
113.346527	23.071562	0.0
113.274524	23.069395	106.0
113.267861	23.081705	158.0
113.333025	23.065335	0.0
113.310526	23.121094	1023.0
113.267802	23.149968	7.0
113.369026	23.084001	280.0
113.409484	23.16461	281.0
113.268618	23.090533	60.0
113.330778	23.116998	809.0
113.389266	23.166668	59.0
113.373527	23.133601	2986.0
113.379587	23.063906	8.0
113.246819	23.091893	5.0
113.3086	23.065137	23.0
113.339493	23.156226	89.0
113.391514	23.168735	72.0
113.263308	23.081774	109.0
113.396006	23.139819	275.0
113.306026	23.116954	58.0
113.301524	23.081815	43.0
113.314557	23.098397	202.0
113.396002	23.086094	3.0
113.393791	23.151703	42.0
113.413974	23.172871	0.0
113.274543	23.137577	244.0
113.306246	23.061262	4.0
113.332726	23.119066	357.0
113.366927	23.162909	105.0
113.317279	23.168619	148.0
113.391539	23.193773	260.0
113.290286	23.199554	0.0
113.312779	23.168611	60.0
113.384773	23.199707	70.0
113.333222	23.051508	19.0
113.402743	23.117094	523.0
113.328525	23.081863	273.0
113.286752	23.196816	2.0
113.330773	23.054995	3.0
113.288023	23.144394	94.0
113.330619	23.203869	278.0
113.373533	23.214148	36.0
113.357781	23.131511	398.0
113.299279	23.13967	430.0
113.342025	23.050882	35.0
113.328526	23.100463	106.0
113.418461	23.141885	0.0
113.357777	23.067448	54.0
113.333048	23.150177	688.0
113.384797	23.065389	4.0
113.337009	23.151054	3.0
113.38252	23.125347	265.0
113.342034	23.183123	116.0
113.402313	23.153055	3.0
113.371277	23.176972	6.0
113.344286	23.201712	9.0
113.341937	23.145645	636.0
113.391516	23.203842	12.0
113.332488	23.149204	43.0
113.326279	23.145914	592.0
113.335286	23.220277	5.0
113.375777	23.15013	155.0
113.314667	23.100465	207.0
113.411731	23.185263	6.0
113.267908	23.159033	30.0
113.265554	23.129308	104.0
113.407235	23.112962	66.0
113.256567	23.123107	531.0
113.317266	23.127293	183.0
113.409482	23.139822	0.0
113.378021	23.088146	0.0
113.29259	23.125383	200.0
113.308271	23.057021	52.0
113.333941	23.112905	45.0
113.380273	23.139806	0.0
113.258815	23.143767	4.0
113.373524	23.084007	367.0
113.274378	23.094126	161.0
113.357781	23.12118	798.0
113.384722	23.088119	3.0
113.296248	23.06875	21.0
113.411727	23.127426	150.0
113.283532	23.081792	83.0
113.346514	23.125147	172.0
113.272296	23.133443	302.0
113.310526	23.127292	645.0
113.412431	23.101331	0.0
113.291499	23.131579	10.0
113.252079	23.174751	96.0
113.384296	23.174862	6.0
113.258812	23.100377	100.0
113.398095	23.193948	18.0
113.333278	23.14388	686.0
113.294757	23.197646	32.0
113.274452	23.204495	19.0
113.336294	23.151084	72.0
113.28354	23.209871	99.0
113.330749	23.210656	11.0
113.420707	23.164606	6.0
113.426444	23.111654	21.0
113.315845	23.090184	14.0
113.396005	23.129488	486.0
113.328396	23.156098	120.0
113.342026	23.055017	6.0
113.328673	23.059118	0.0
113.319524	23.081845	64.0
113.273656	23.143979	96.0
113.297029	23.137601	166.0
113.297026	23.088009	37.0
113.249833	23.16649	173.0
113.416217	23.133623	18.0
113.279042	23.187153	59.0
113.422951	23.16667	10.0
113.315505	23.105823	0.0
113.346521	23.081903	43.0
113.333892	23.101063	12.0
113.346919	23.172758	296.0
113.391511	23.12742	749.0
113.258813	23.123107	255.0
113.36678	23.137723	736.0
113.252075	23.127239	286.0
113.350805	23.110854	70.0
113.312774	23.100434	859.0
113.348562	23.145073	87.0
113.32628	23.154177	12.0
113.406251	23.13155	0.0
113.348783	23.150088	51.0
113.351018	23.146068	59.0
113.373522	23.053001	4.0
113.36003	23.121184	557.0
113.356605	23.193312	3.0
113.404992	23.160479	47.0
113.393757	23.115025	1186.0
113.274135	23.073044	12.0
113.366778	23.110863	701.0
113.27687	23.106512	145.0
113.337549	23.127523	977.0
113.371277	23.119135	135.0
113.406369	23.129447	15.0
113.243174	23.164386	26.0
113.265578	23.16032	76.0
113.364531	23.154246	3.0
113.351027	23.071571	74.0
113.254319	23.092111	207.0
113.310498	23.111995	12.0
113.28578	23.069393	188.0
113.247585	23.139636	202.0
113.317279	23.166554	178.0
113.332977	23.078345	43.0
113.357784	23.172825	27.0
113.272312	23.090009	57.0
113.32853	23.147984	788.0
113.38477	23.158402	175.0
113.317272	23.057038	32.0
113.270048	23.12931	300.0
113.328505	23.191611	141.0
113.387013	23.081955	14.0
113.317277	23.1397	586.0
113.324025	23.088054	76.0
113.315221	23.213875	6.0
113.245537	23.170613	11.0
113.342097	23.111393	24.0
113.306028	23.154141	36.0
113.297041	23.110724	52.0
113.366783	23.18523	14.0
113.252067	23.11277	73.0
113.317379	23.129515	542.0
113.342032	23.14801	798.0
113.371279	23.15219	91.0
113.418778	23.098687	57.0
113.349592	23.07633	0.0
113.366705	23.12104	769.0
113.303774	23.135618	182.0
113.2424	23.16005	2.0
113.324025	23.085988	137.0
113.306017	23.107347	0.0
113.270048	23.127244	239.0
113.276788	23.096253	325.0
113.2626	23.114796	14.0
113.387018	23.164601	34.0
113.375777	23.148065	132.0
113.342028	23.092222	223.0
113.308275	23.102493	292.0
113.366781	23.148052	117.0
113.353119	23.075886	13.0
113.315023	23.075637	3.0
113.425335	23.106831	31.0
113.279037	23.104521	639.0
113.360061	23.16482	109.0
113.402781	23.172682	0.0
113.350977	23.181126	46.0
113.38252	23.131545	1301.0
113.330879	23.191679	830.0
113.326283	23.203742	124.0
113.297034	23.211952	76.0
113.326826	23.16847	40.0
113.364529	23.117059	513.0
113.422947	23.108824	159.0
113.301527	23.129344	691.0
113.294839	23.139702	102.0
113.416215	23.115027	160.0
113.317302	23.061123	202.0
113.368987	23.093637	0.0
113.307748	23.134559	70.0
113.270051	23.172689	43.0
113.381914	23.067674	0.0
113.348782	23.143891	456.0
113.355533	23.152166	253.0
113.355527	23.059176	205.0
113.425193	23.139815	6.0
113.357781	23.133577	413.0
113.259835	23.175014	3.0
113.39155	23.151615	6.0
113.270049	23.13964	16.0
113.380339	23.119422	15.0
113.315086	23.147982	594.0
113.416219	23.164609	363.0
113.297987	23.065299	64.0
113.372914	23.096414	4.0
113.348781	23.131495	4305.0
113.357783	23.154235	24.0
113.265554	23.13344	10.0
113.342032	23.152141	500.0
113.267641	23.089954	187.0
113.249833	23.176816	115.0
113.27699	23.061737	4.0
113.380275	23.168725	415.0
113.425111	23.109056	287.0
113.364535	23.199682	44.0
113.366879	23.168754	0.0
113.39601	23.084036	29.0
113.384766	23.100553	77.0
113.330779	23.135593	4290.0
113.284129	23.095767	108.0
113.335279	23.129404	2078.0
113.353047	23.181665	50.0
113.247385	23.146218	140.0
113.346529	23.102563	6.0
113.303817	23.053569	0.0
113.382521	23.133611	368.0
113.267799	23.096247	413.0
113.366777	23.102597	0.0
113.290262	23.144423	325.0
113.316591	23.163926	3.0
113.285789	23.207808	3.0
113.330784	23.078346	7.0
113.360026	23.06125	200.0
113.364528	23.100527	4.0
113.310848	23.134443	4.0
113.362284	23.183158	27.0
113.387014	23.100555	35.0
113.238603	23.112781	331.0
113.341313	23.126349	6.0
113.351033	23.158355	18.0
113.292527	23.083869	78.0
113.418462	23.146016	3.0
113.301529	23.156199	68.0
113.378026	23.15633	0.0
113.418463	23.162542	206.0
113.328526	23.092196	233.0
113.274577	23.06323	99.0
113.353278	23.079842	12.0
113.288672	23.097748	54.0
113.245344	23.129304	739.0
113.315767	23.131436	99.0
113.328529	23.137655	4649.0
113.267802	23.145836	32.0
113.339728	23.207968	8.0
113.391512	23.146014	3.0
113.346531	23.131491	1679.0
113.270046	23.098315	401.0
113.265557	23.172687	8.0
113.251748	23.107284	10.0
113.261185	23.081484	120.0
113.339771	23.106675	21.0
113.303776	23.121083	588.0
113.308274	23.100426	405.0
113.364138	23.06334	3.0
113.422948	23.123288	236.0
113.245339	23.124932	325.0
113.267803	23.162361	83.0
113.332318	23.179384	6.0
113.272294	23.108649	50.0
113.351033	23.156289	54.0
113.276795	23.189216	20.0
113.355495	23.137738	184.0
113.366785	23.20175	710.0
113.288029	23.077663	70.0
113.279052	23.081769	125.0
113.269916	23.085837	233.0
113.317325	23.174838	48.0
113.299295	23.1087	196.0
113.337703	23.111691	81.0
113.371216	23.139713	107.0
113.34203	23.117019	263.0
113.362278	23.098457	0.0
113.287887	23.121244	199.0
113.290395	23.120931	180.0
113.41173	23.174937	3.0
113.254325	23.185077	92.0
113.382522	23.1584	23.0
113.248282	23.103658	0.0
113.371278	23.1274	140.0
113.362501	23.152086	34.0
113.364527	23.14184	249.0
113.288031	23.114862	371.0
113.303773	23.071484	173.0
113.375774	23.115008	12.0
113.254323	23.160293	202.0
113.319761	23.062384	15.0
113.371271	23.059201	3.0
113.368749	23.181036	38.0
113.301529	23.147937	34.0
113.29928	23.156196	110.0
113.357783	23.162497	794.0
113.25432	23.102444	50.0
113.253603	23.108663	17.0
113.256914	23.163059	4.0
113.330785	23.218204	2.0
113.409481	23.115029	604.0
113.380268	23.071614	6.0
113.335312	23.106638	71.0
113.283531	23.06319	27.0
113.272935	23.100578	149.0
113.389299	23.088191	19.0
113.371245	23.110923	12.0
113.350751	23.12941	1150.0
113.303777	23.137611	629.0
113.353283	23.14803	768.0
113.303842	23.125096	297.0
113.276796	23.2078	808.0
113.413972	23.141887	148.0
113.263362	23.162397	123.0
113.328527	23.114928	142.0
113.360035	23.195544	424.0
113.252035	23.183057	57.0
113.382686	23.063214	37.0
113.294784	23.214013	5.0
113.337532	23.164526	26.0
113.369034	23.203818	175.0
113.369026	23.088134	7.0
113.33528	23.141799	1635.0
113.243096	23.170623	218.0
113.315679	23.098335	104.0
113.402746	23.158413	11.0
113.243265	23.125959	24.0
113.337919	23.191417	47.0
113.330784	23.21201	509.0
113.375777	23.160458	37.0
113.337529	23.114945	732.0
113.272295	23.131377	66.0
113.308283	23.061282	30.0
113.335301	23.127606	592.0
113.360033	23.156304	9.0
113.312773	23.085968	530.0
113.396006	23.148082	3.0
113.350397	23.179579	0.0
113.38247	23.135515	49.0
113.402747	23.16874	96.0
113.373529	23.164586	6.0
113.301521	23.078384	3.0
113.301524	23.085949	23.0
113.281907	23.113587	8.0
113.373524	23.086074	326.0
113.245411	23.112629	53.0
113.425192	23.117088	77.0
113.357779	23.100517	0.0
113.325448	23.165432	8.0
113.369167	23.174717	9.0
113.42968	23.139811	174.0
113.377938	23.076065	127.0
113.369033	23.199688	463.0
113.337366	23.147407	138.0
113.308275	23.110758	219.0
113.270053	23.197471	85.0
113.369031	23.156318	58.0
113.27005	23.162362	150.0
113.270052	23.191276	113.0
113.310526	23.12316	485.0
113.33753	23.13354	5557.0
113.267803	23.164427	69.0
113.371275	23.088137	0.0
113.342026	23.063286	3.0
113.382518	23.096418	72.0
113.319114	23.174918	456.0
113.281011	23.110052	23.0
113.332715	23.121132	1218.0
113.329072	23.166631	20.0
113.422948	23.121222	338.0
113.337638	23.170036	15.0
113.369031	23.154253	1359.0
113.4049	23.154569	121.0
113.281282	23.067322	133.0
113.252431	23.090156	27.0
113.375781	23.212086	33.0
113.244332	23.131572	20.0
113.380269	23.086082	6.0
113.351283	23.085968	41.0
113.247585	23.131373	549.0
113.296327	23.056818	4.0
113.393755	23.090226	85.0
113.376056	23.119928	3.0
113.337535	23.199634	8.0
113.362284	23.174897	0.0
113.393756	23.092293	138.0
113.337458	23.107966	10.0
113.404989	23.119161	641.0
113.355534	23.162494	309.0
113.378045	23.172834	146.0
113.335285	23.201695	7.0
113.319532	23.20373	23.0
113.328386	23.180595	969.0
113.247326	23.105452	14.0
113.391509	23.092292	199.0
113.238606	23.145838	171.0
113.352716	23.184927	47.0
113.362285	23.191419	151.0
113.2432	23.158132	30.0
113.355531	23.131507	408.0
113.279044	23.205736	38.0
113.339776	23.07155	0.0
113.283532	23.077659	42.0
113.259559	23.090577	158.0
113.301474	23.103579	0.0
113.303778	23.139677	223.0
113.270049	23.145837	0.0
113.348782	23.139759	1764.0
113.276792	23.145842	277.0
113.326279	23.14798	791.0
113.315759	23.133506	125.0
113.308274	23.090093	103.0
113.351033	23.150092	178.0
113.425194	23.150144	0.0
113.308278	23.150013	126.0
113.416782	23.099356	6.0
113.415531	23.157258	3.0
113.312733	23.108825	4.0
113.303775	23.098352	637.0
113.346633	23.126176	3.0
113.274252	23.101954	159.0
113.382517	23.088151	4.0
113.353811	23.134914	69.0
113.267757	23.083893	49.0
113.340591	23.162515	140.0
113.330625	23.164042	84.0
113.339785	23.191379	347.0
113.384773	23.197643	147.0
113.390048	23.114836	42.0
113.243025	23.129346	134.0
113.323752	23.165155	72.0
113.382521	23.14394	6.0
113.29749	23.059057	11.0
113.285781	23.100395	136.0
113.294757	23.112998	26.0
113.357784	23.166628	174.0
113.346535	23.18313	0.0
113.337536	23.214088	96.0
113.26555	23.077645	246.0
113.384768	23.127415	1225.0
113.335546	23.148731	183.0
113.310538	23.053404	0.0
113.278898	23.142086	110.0
113.337528	23.10048	79.0
113.294785	23.209884	15.0
113.272293	23.09625	186.0
113.297033	23.135589	195.0
113.279034	23.065252	316.0
113.387016	23.129483	4628.0
113.413972	23.125359	2239.0
113.263507	23.086049	51.0
113.418461	23.133622	30.0
113.357763	23.185122	43.0
113.398204	23.192882	94.0
113.283543	23.131768	106.0
113.375771	23.065407	3.0
113.27904	23.158238	7.0
113.420708	23.168737	199.0
113.265551	23.085913	248.0
113.24983	23.131372	639.0
113.405071	23.131953	68.0
113.328495	23.172804	30.0
113.319502	23.176914	244.0
113.317276	23.119039	356.0
113.369027	23.102601	29.0
113.312915	23.170253	9.0
113.267798	23.087981	256.0
113.257148	23.095574	124.0
113.310648	23.218292	25.0
113.249829	23.112776	190.0
113.254934	23.096632	31.0
113.355529	23.100513	3.0
113.299276	23.096279	33.0
113.371277	23.115002	154.0
113.24534	23.139637	93.0
113.274695	23.141796	380.0
113.346531	23.123226	331.0
113.315799	23.0817	46.0
113.330779	23.137659	3631.0
113.404993	23.16461	188.0
113.304221	23.148456	128.0
113.366785	23.20588	86.0
113.371428	23.052981	0.0
113.329993	23.180199	22.0
113.360034	23.168697	114.0
113.303773	23.069417	142.0
113.355564	23.145172	59.0
113.265531	23.143744	0.0
113.30378	23.152069	150.0
113.406639	23.121227	89.0
113.369024	23.063331	0.0
113.261026	23.124705	60.0
113.272291	23.067314	117.0
113.310568	23.168644	75.0
113.288136	23.085948	28.0
113.301836	23.150057	151.0
